cup,start_val,safe,state,debt,born,unsafe,wiped,bitten,shut,safe again,# oscillations,transition0,transition0_time,transition1,transition1_time,transition2,transition2_time,transition3,transition3_time,transition4,transition4_time,transition5,transition5_time,transition6,transition6_time,transition7,transition7_time
14279,0.565,FALSE,open,0.565,1549281052,1549341504,,,,,0,FALSE,1549341504,,,,,,,,,,,,,,
14278,1,TRUE,open,1,1549279982,,,,,,0,,,,,,,,,,,,,,,,
5601,400,TRUE,open,400,1549278778,,,,,,0,,,,,,,,,,,,,,,,
5227,230,TRUE,wiped,0,1549277806,,1549426172,,,,0,wipe,1549426172,,,,,,,,,,,,,,
13850,70.80643974,TRUE,wipe,70.80643974,1549276600,,1549415905,,,,0,wipe,1549415905,,,,,,,,,,,,,,
13850,173.3880304,TRUE,wipe,173.3880304,1549276546,,1549415905,,,,0,wipe,1549415905,,,,,,,,,,,,,,
13850,261.4573766,TRUE,wipe,261.4573766,1549276507,,1549415905,,,,0,wipe,1549415905,,,,,,,,,,,,,,
14277,50,TRUE,open,50,1549275030,,,,,,0,,,,,,,,,,,,,,,,
14276,53,TRUE,open,53,1549274898,,,,,,0,,,,,,,,,,,,,,,,
14275,10,TRUE,wiped,0,1549274447,,1549317578,,,,0,wipe,1549317578,,,,,,,,,,,,,,
5760,200,TRUE,wiped,0,1549272295,,1549273633,,,,0,wipe,1549273633,,,,,,,,,,,,,,
5760,250,TRUE,wipe,250,1549271310,,1549273633,,,,0,wipe,1549273633,,,,,,,,,,,,,,
5488,3000,TRUE,wiped,0,1549270742,,1549274200,,,,0,wipe,1549274200,,,,,,,,,,,,,,
496,22,TRUE,open,22,1549270044,,,,,,0,,,,,,,,,,,,,,,,
14274,95,TRUE,open,95,1549269114,,,,,,0,,,,,,,,,,,,,,,,
5841,320,TRUE,wiped,220,1549268608,,1549270598,,,,0,wipe,1549270598,,,,,,,,,,,,,,
4134,50,TRUE,open,50,1549268495,,,,,,0,,,,,,,,,,,,,,,,
14273,750,TRUE,open,750,1549267596,,,,,,0,,,,,,,,,,,,,,,,
4134,54,TRUE,open,54,1549265681,,,,,,0,,,,,,,,,,,,,,,,
4849,3000,TRUE,open,3000,1549264965,,,,,,0,,,,,,,,,,,,,,,,
5455,6,TRUE,open,6,1549263998,,,,,,0,,,,,,,,,,,,,,,,
5000,1000,TRUE,open,1000,1549262122,,,,,,0,,,,,,,,,,,,,,,,
4224,3000,TRUE,open,3000,1549261894,,,,,,0,,,,,,,,,,,,,,,,
4223,2000,TRUE,open,2000,1549261704,,,,,,0,,,,,,,,,,,,,,,,
4222,2000,TRUE,open,2000,1549261530,,,,,,0,,,,,,,,,,,,,,,,
4225,25000,TRUE,open,25000,1549261248,,,,,,0,,,,,,,,,,,,,,,,
14272,1,FALSE,wiped,0,1549258553,1549261151,1549261151,,,,1,FALSE,1549261151,wipe,1549261151,,,,,,,,,,,,
3873,5000,TRUE,open,5000,1549258501,,,,,,0,,,,,,,,,,,,,,,,
14271,1,TRUE,open,1,1549256554,,,,,,0,,,,,,,,,,,,,,,,
13354,2,TRUE,open,2,1549256425,,,,,,0,,,,,,,,,,,,,,,,
5455,540,TRUE,open,540,1549256119,,,,,,0,,,,,,,,,,,,,,,,
4447,26,TRUE,open,26,1549255857,,,,,,0,,,,,,,,,,,,,,,,
5062,50,TRUE,open,50,1549255195,,,,,,0,,,,,,,,,,,,,,,,
12840,110,TRUE,open,110,1549254276,,,,,,0,,,,,,,,,,,,,,,,
5133,100,TRUE,wiped,0,1549253287,,1549384656,,,,0,wipe,1549384656,,,,,,,,,,,,,,
14270,500,TRUE,open,500,1549252914,,,,,,0,,,,,,,,,,,,,,,,
14269,20,TRUE,open,20,1549252007,,,,,,0,,,,,,,,,,,,,,,,
4728,520,TRUE,wiped,415,1549251687,,1549341504,,,,0,wipe,1549341504,,,,,,,,,,,,,,
14268,30,TRUE,open,30,1549250508,,,,,,0,,,,,,,,,,,,,,,,
5116,10000,TRUE,open,10000,1549249819,,,,,,0,,,,,,,,,,,,,,,,
2028,300,TRUE,open,300,1549248417,,,,,,0,,,,,,,,,,,,,,,,
2029,200,TRUE,open,200,1549248383,,,,,,0,,,,,,,,,,,,,,,,
2029,1500,TRUE,open,1500,1549247854,,,,,,0,,,,,,,,,,,,,,,,
2028,3000,TRUE,open,3000,1549247118,,,,,,0,,,,,,,,,,,,,,,,
14267,308,TRUE,open,308,1549247073,,,,,,0,,,,,,,,,,,,,,,,
14265,3,TRUE,wiped,0,1549244484,,1549472425,,,,0,wipe,1549472425,,,,,,,,,,,,,,
14265,18,TRUE,wipe,18,1549242375,,1549472425,,,,0,wipe,1549472425,,,,,,,,,,,,,,
14236,500,TRUE,open,500,1549242357,,,,,,0,,,,,,,,,,,,,,,,
5062,100,TRUE,open,100,1549241397,,,,,,0,,,,,,,,,,,,,,,,
5062,100,TRUE,open,100,1549241185,,,,,,0,,,,,,,,,,,,,,,,
12837,5000,TRUE,open,5000,1549239753,,,,,,0,,,,,,,,,,,,,,,,
14264,27,TRUE,open,27,1549238468,,,,,,0,,,,,,,,,,,,,,,,
14208,86,TRUE,open,86,1549237981,,,,,,0,,,,,,,,,,,,,,,,
14255,200,TRUE,open,200,1549237635,,,,,,0,,,,,,,,,,,,,,,,
14263,165,TRUE,open,165,1549237494,,,,,,0,,,,,,,,,,,,,,,,
5860,600,TRUE,wipe,600,1549236031,,1549442819,,,,0,wipe,1549442819,,,,,,,,,,,,,,
14208,200,TRUE,open,200,1549235002,,,,,,0,,,,,,,,,,,,,,,,
13969,1200,TRUE,open,1200,1549233632,,,,,,0,,,,,,,,,,,,,,,,
5760,450,TRUE,wipe,450,1549233135,,1549273633,,,,0,wipe,1549273633,,,,,,,,,,,,,,
4440,11000,TRUE,wiped,0,1549231281,,1549236809,,,,0,wipe,1549236809,,,,,,,,,,,,,,
5760,300,TRUE,wipe,300,1549230818,,1549273633,,,,0,wipe,1549273633,,,,,,,,,,,,,,
4464,18000,TRUE,open,18000,1549229838,,,,,,0,,,,,,,,,,,,,,,,
3608,33000,TRUE,wiped,0,1549229390,,1549414205,,,,0,wipe,1549414205,,,,,,,,,,,,,,
14261,7.177705165,TRUE,open,7.177705165,1549228115,,,,,,0,,,,,,,,,,,,,,,,
3650,80,TRUE,open,80,1549227532,,,,,,0,,,,,,,,,,,,,,,,
14260,0.086,FALSE,bite,0.086,1549227378,1549229105,,1549285446,,,1,FALSE,1549229105,bite,1549285446,,,,,,,,,,,,
5900,0.35,TRUE,open,0.35,1549227378,,,,,,0,,,,,,,,,,,,,,,,
14260,7,FALSE,bite,7,1549227286,1549229105,,1549285446,,,1,FALSE,1549229105,bite,1549285446,,,,,,,,,,,,
13875,210,TRUE,open,210,1549227180,,,,,,0,,,,,,,,,,,,,,,,
14258,10,TRUE,wiped,0,1549227010,,1549307263,,,,0,wipe,1549307263,,,,,,,,,,,,,,
4694,285,TRUE,open,285,1549226651,,,,,,0,,,,,,,,,,,,,,,,
14230,180,TRUE,open,180,1549226453,,,,,,0,,,,,,,,,,,,,,,,
14259,200,TRUE,open,200,1549226418,,,,,,0,,,,,,,,,,,,,,,,
14258,330,TRUE,wipe,330,1549226032,,1549307263,,,,0,wipe,1549307263,,,,,,,,,,,,,,
5725,10,TRUE,wiped,0,1549225356,,1549488875,,,,0,wipe,1549488875,,,,,,,,,,,,,,
5760,500,TRUE,wipe,500,1549225218,,1549273633,,,,0,wipe,1549273633,,,,,,,,,,,,,,
4621,215,TRUE,wiped,5,1549224127,,1549224842,,,,0,wipe,1549224842,,,,,,,,,,,,,,
3115,500,TRUE,open,500,1549223540,,,,,,0,,,,,,,,,,,,,,,,
14257,7,FALSE,wiped,0,1549222569,1549457549,1549457549,,,,1,FALSE,1549457549,wipe,1549457549,,,,,,,,,,,,
14255,10,TRUE,wiped,5,1549222358,,1549223151,,,,0,wipe,1549223151,,,,,,,,,,,,,,
14255,45,TRUE,wiped,40,1549219091,,1549223151,,,,0,wipe,1549223151,,,,,,,,,,,,,,
14256,50,TRUE,open,50,1549216890,,,,,,0,,,,,,,,,,,,,,,,
487,55,TRUE,open,55,1549215510,,,,,,0,,,,,,,,,,,,,,,,
4859,150,TRUE,open,150,1549214671,,,,,,0,,,,,,,,,,,,,,,,
1909,285,TRUE,open,285,1549214111,,,,,,0,,,,,,,,,,,,,,,,
14232,400,TRUE,wiped,100,1549211270,,1549211461,,,,0,wipe,1549211461,,,,,,,,,,,,,,
14254,320,TRUE,open,320,1549211021,,,,,,0,,,,,,,,,,,,,,,,
4994,120,TRUE,open,120,1549210486,,,,,,0,,,,,,,,,,,,,,,,
14253,3333,TRUE,open,3333,1549209218,,,,,,0,,,,,,,,,,,,,,,,
3650,110,TRUE,open,110,1549207636,,,,,,0,,,,,,,,,,,,,,,,
14252,3400,TRUE,open,3400,1549207388,,,,,,0,,,,,,,,,,,,,,,,
14204,1000,TRUE,open,1000,1549207029,,,,,,0,,,,,,,,,,,,,,,,
5133,150,TRUE,wipe,150,1549205243,,1549384656,,,,0,wipe,1549384656,,,,,,,,,,,,,,
14244,16000,TRUE,open,16000,1549203107,,,,,,0,,,,,,,,,,,,,,,,
14164,450,TRUE,wiped,92.846,1549202193,,1549206850,,,,0,wipe,1549206850,,,,,,,,,,,,,,
14244,10000,TRUE,open,10000,1549201858,,,,,,0,,,,,,,,,,,,,,,,
14250,250,TRUE,open,250,1549201234,,,,,,0,,,,,,,,,,,,,,,,
14244,5000,TRUE,open,5000,1549200029,,,,,,0,,,,,,,,,,,,,,,,
14248,0.4,TRUE,open,0.4,1549199401,,,,,,0,,,,,,,,,,,,,,,,
14248,1,TRUE,open,1,1549198980,,,,,,0,,,,,,,,,,,,,,,,
14246,2,TRUE,open,2,1549198023,,,,,,0,,,,,,,,,,,,,,,,
1884,200,TRUE,open,200,1549197930,,,,,,0,,,,,,,,,,,,,,,,
4325,1000,TRUE,open,1000,1549196301,,,,,,0,,,,,,,,,,,,,,,,
13146,1,TRUE,open,1,1549193961,,,,,,0,,,,,,,,,,,,,,,,
14247,1,FALSE,wiped,0,1549193949,1549195344,1549195344,,,,1,FALSE,1549195344,wipe,1549195344,,,,,,,,,,,,
14246,10,TRUE,open,10,1549191362,,,,,,0,,,,,,,,,,,,,,,,
869,500,TRUE,open,500,1549191076,,,,,,0,,,,,,,,,,,,,,,,
14239,100,TRUE,open,100,1549189278,,,,,,0,,,,,,,,,,,,,,,,
5308,100,TRUE,open,100,1549188578,,,,,,0,,,,,,,,,,,,,,,,
5308,100,TRUE,open,100,1549185145,,,,,,0,,,,,,,,,,,,,,,,
14245,356.599,TRUE,bite,356.599,1549184873,,,1549187024,,,0,bite,1549187024,,,,,,,,,,,,,,
14244,300,TRUE,open,300,1549184804,,,,,,0,,,,,,,,,,,,,,,,
4894,100,TRUE,open,100,1549183368,,,,,,0,,,,,,,,,,,,,,,,
14239,120,TRUE,open,120,1549180758,,,,,,0,,,,,,,,,,,,,,,,
3352,3000,TRUE,wipe,3000,1549180638,,1549442864,,,,0,wipe,1549442864,,,,,,,,,,,,,,
13995,30000,TRUE,open,30000,1549178885,,,,,,0,,,,,,,,,,,,,,,,
14243,20,TRUE,wiped,0,1549178460,,1549181368,,,,0,wipe,1549181368,,,,,,,,,,,,,,
1884,100,TRUE,open,100,1549176341,,,,,,0,,,,,,,,,,,,,,,,
5308,100,TRUE,open,100,1549175283,,,,,,0,,,,,,,,,,,,,,,,
5170,6325,TRUE,wiped,3325,1549173931,,1549181372,,,,0,wipe,1549181372,,,,,,,,,,,,,,
14242,1000,TRUE,open,1000,1549173500,,,,,,0,,,,,,,,,,,,,,,,
12895,9000,TRUE,open,9000,1549171553,,,,,,0,,,,,,,,,,,,,,,,
12840,150,TRUE,open,150,1549169429,,,,,,0,,,,,,,,,,,,,,,,
4955,34,TRUE,open,34,1549168378,,,,,,0,,,,,,,,,,,,,,,,
14241,0.3,TRUE,open,0.3,1549166711,,,,,,0,,,,,,,,,,,,,,,,
14240,40,TRUE,wiped,0.05,1549165812,,1549166602,,,,0,wipe,1549166602,,,,,,,,,,,,,,
5544,30,TRUE,open,30,1549163303,,,,,,0,,,,,,,,,,,,,,,,
12895,2000,TRUE,open,2000,1549162539,,,,,,0,,,,,,,,,,,,,,,,
1909,334,TRUE,open,334,1549161509,,,,,,0,,,,,,,,,,,,,,,,
12895,21000,TRUE,open,21000,1549161480,,,,,,0,,,,,,,,,,,,,,,,
14239,180,TRUE,open,180,1549160832,,,,,,0,,,,,,,,,,,,,,,,
5653,1200,TRUE,wiped,200,1549160504,,1549172543,,,,0,wipe,1549172543,,,,,,,,,,,,,,
14232,1500,TRUE,wiped,1400,1549159661,,1549161234,,,,0,wipe,1549161234,,,,,,,,,,,,,,
3227,160,TRUE,open,160,1549159594,,,,,,0,,,,,,,,,,,,,,,,
1884,500,TRUE,open,500,1549159169,,,,,,0,,,,,,,,,,,,,,,,
14220,140,TRUE,open,140,1549159021,,,,,,0,,,,,,,,,,,,,,,,
6220,170,TRUE,open,170,1549158468,,,,,,0,,,,,,,,,,,,,,,,
13995,17810,TRUE,open,17810,1549157633,,,,,,0,,,,,,,,,,,,,,,,
13832,200,FALSE,wiped,0,1549157563,1549327891,1549327891,,,,1,FALSE,1549327891,wipe,1549327891,,,,,,,,,,,,
4142,370,TRUE,open,370,1549157563,,,,,,0,,,,,,,,,,,,,,,,
14232,1400,TRUE,wiped,0,1549156239,,1549156535,,,,0,wipe,1549156535,,,,,,,,,,,,,,
14238,100,TRUE,wiped,51,1549155573,,1549417162,,,,0,wipe,1549417162,,,,,,,,,,,,,,
3622,150,TRUE,open,150,1549154680,,,,,,0,,,,,,,,,,,,,,,,
5177,500,TRUE,open,500,1549154431,,,,,,0,,,,,,,,,,,,,,,,
14238,200,TRUE,wiped,151,1549153687,,1549417162,,,,0,wipe,1549417162,,,,,,,,,,,,,,
14232,1500,TRUE,wiped,100,1549153580,,1549156032,,,,0,wipe,1549156032,,,,,,,,,,,,,,
14050,300,TRUE,open,300,1549153580,,,,,,0,,,,,,,,,,,,,,,,
14237,500,TRUE,open,500,1549153487,,,,,,0,,,,,,,,,,,,,,,,
14164,280,TRUE,wiped,0,1549152215,,1549206850,,,,0,wipe,1549206850,,,,,,,,,,,,,,
14234,22,TRUE,open,22,1549151624,,,,,,0,,,,,,,,,,,,,,,,
14164,170,TRUE,wipe,170,1549151309,,1549206850,,,,0,wipe,1549206850,,,,,,,,,,,,,,
14234,52,TRUE,open,52,1549151262,,,,,,0,,,,,,,,,,,,,,,,
13128,778.716087,TRUE,wiped,189.7634836,1549151192,,1549222609,,,,0,wipe,1549222609,,,,,,,,,,,,,,
1040,303.0178623,TRUE,wiped,73.84170704,1549151192,,1549222609,,,,0,wipe,1549222609,,,,,,,,,,,,,,
2018,1854.563643,TRUE,wiped,626.5269883,1549151192,,1549182079,,,,0,wipe,1549182079,,,,,,,,,,,,,,
13850,94.09765714,TRUE,wiped,27.73549575,1549151192,,1549222609,,,,0,wipe,1549222609,,,,,,,,,,,,,,
3841,69.27743129,TRUE,wiped,16.88205367,1549151192,,1549222609,,,,0,wipe,1549222609,,,,,,,,,,,,,,
4609,500,TRUE,wiped,0,1549151099,,1549448279,,,,0,wipe,1549448279,,,,,,,,,,,,,,
5148,150,TRUE,wiped,0,1549150817,,1549282659,,,,0,wipe,1549282659,,,,,,,,,,,,,,
14164,684,TRUE,wipe,684,1549150791,,1549206850,,,,0,wipe,1549206850,,,,,,,,,,,,,,
2921,300,TRUE,wiped,0,1549150357,,1549450569,,,,0,wipe,1549450569,,,,,,,,,,,,,,
13969,2000,TRUE,open,2000,1549149897,,,,,,0,,,,,,,,,,,,,,,,
14236,500,TRUE,open,500,1549148209,,,,,,0,,,,,,,,,,,,,,,,
14232,1081,TRUE,wiped,0,1549146924,,1549147229,,,,0,wipe,1549147229,,,,,,,,,,,,,,
14235,1100,TRUE,open,1100,1549146776,,,,,,0,,,,,,,,,,,,,,,,
14232,1085,TRUE,wiped,4,1549146199,,1549146785,,,,0,wipe,1549146785,,,,,,,,,,,,,,
14234,128,TRUE,open,128,1549145435,,,,,,0,,,,,,,,,,,,,,,,
14232,1080,TRUE,wiped,0,1549145116,,1549145300,,,,0,wipe,1549145300,,,,,,,,,,,,,,
14232,1120.52,FALSE,wiped,0,1549144542,1549144542,1549144611,,,,1,FALSE,1549144542,wipe,1549144611,,,,,,,,,,,,
1600,49,TRUE,open,49,1549144104,,,,,,0,,,,,,,,,,,,,,,,
14232,960,TRUE,wiped,0,1549144019,,1549144202,,,,0,wipe,1549144202,,,,,,,,,,,,,,
14233,932.5955589,TRUE,open,932.5955589,1549140459,,,,,,0,,,,,,,,,,,,,,,,
14164,50,TRUE,wiped,0,1549140459,,1549145628,,,,0,wipe,1549145628,,,,,,,,,,,,,,
14164,500,TRUE,wipe,500,1549139900,,1549145628,,,,0,wipe,1549145628,,,,,,,,,,,,,,
2018,1059.004815,TRUE,wiped,0,1549139165,,1549182079,,,,0,wipe,1549182079,,,,,,,,,,,,,,
5488,300,TRUE,wiped,0,1549138139,,1549274200,,,,0,wipe,1549274200,,,,,,,,,,,,,,
5601,750,TRUE,open,750,1549138068,,,,,,0,,,,,,,,,,,,,,,,
14232,106.23,TRUE,wipe,106.23,1549138045,,1549144202,,,,0,wipe,1549144202,,,,,,,,,,,,,,
14232,200,TRUE,wiped,91.1,1549137202,,1549137644,,,,0,wipe,1549137644,,,,,,,,,,,,,,
14232,50,TRUE,wiped,0,1549136739,,1549137644,,,,0,wipe,1549137644,,,,,,,,,,,,,,
4115,1200,TRUE,open,1200,1549136618,,,,,,0,,,,,,,,,,,,,,,,
14231,100,TRUE,open,100,1549135294,,,,,,0,,,,,,,,,,,,,,,,
12944,0.17,FALSE,open,0.17,1549134856,1549415812,,,,1549469091,4,FALSE,1549415812,TRUE,1549469091,FALSE,1549473585,TRUE,1549513544,FALSE,1549548199,,,,,,
5308,100,TRUE,open,100,1549134396,,,,,,0,,,,,,,,,,,,,,,,
14050,50,TRUE,open,50,1549134163,,,,,,0,,,,,,,,,,,,,,,,
14205,90000,TRUE,open,90000,1549134078,,,,,,0,,,,,,,,,,,,,,,,
4110,350,TRUE,open,350,1549133498,,,,,,0,,,,,,,,,,,,,,,,
3340,215,TRUE,open,215,1549133278,,,,,,0,,,,,,,,,,,,,,,,
5601,750,TRUE,open,750,1549133186,,,,,,0,,,,,,,,,,,,,,,,
14223,150,TRUE,wiped,147.84,1549131940,,1549407997,,,,0,wipe,1549407997,,,,,,,,,,,,,,
14230,1.3,TRUE,open,1.3,1549130012,,,,,,0,,,,,,,,,,,,,,,,
14164,500,TRUE,wipe,500,1549129180,,1549145628,,,,0,wipe,1549145628,,,,,,,,,,,,,,
14229,1,TRUE,wiped,1.00E-06,1549127717,,1549128363,,,,0,wipe,1549128363,,,,,,,,,,,,,,
5308,1500,TRUE,open,1500,1549125965,,,,,,0,,,,,,,,,,,,,,,,
14228,1050,TRUE,open,1050,1549125009,,,,,,0,,,,,,,,,,,,,,,,
14227,5,TRUE,open,5,1549124502,,,,,,0,,,,,,,,,,,,,,,,
14226,5,TRUE,open,5,1549122401,,,,,,0,,,,,,,,,,,,,,,,
14225,100,TRUE,open,100,1549121501,,,,,,0,,,,,,,,,,,,,,,,
14224,200,TRUE,open,200,1549119876,,,,,,0,,,,,,,,,,,,,,,,
135,1000,TRUE,open,1000,1549119453,,,,,,0,,,,,,,,,,,,,,,,
4473,400,TRUE,open,400,1549119407,,,,,,0,,,,,,,,,,,,,,,,
5306,3650,TRUE,open,3650,1549117285,,,,,,0,,,,,,,,,,,,,,,,
14164,500,TRUE,wipe,500,1549116513,,1549145628,,,,0,wipe,1549145628,,,,,,,,,,,,,,
14203,70000,TRUE,open,70000,1549115920,,,,,,0,,,,,,,,,,,,,,,,
14164,60,TRUE,wipe,60,1549115392,,1549145628,,,,0,wipe,1549145628,,,,,,,,,,,,,,
14013,320,TRUE,open,320,1549114443,,,,,,0,,,,,,,,,,,,,,,,
14203,11000,TRUE,open,11000,1549114147,,,,,,0,,,,,,,,,,,,,,,,
14223,400,TRUE,wiped,397.84,1549114104,,1549407997,,,,0,wipe,1549407997,,,,,,,,,,,,,,
1923,2700,TRUE,open,2700,1549113856,,,,,,0,,,,,,,,,,,,,,,,
14203,1500,TRUE,open,1500,1549111812,,,,,,0,,,,,,,,,,,,,,,,
14164,27,TRUE,wipe,27,1549111300,,1549145628,,,,0,wipe,1549145628,,,,,,,,,,,,,,
5231,200,TRUE,open,200,1549110969,,,,,,0,,,,,,,,,,,,,,,,
4325,1000,TRUE,open,1000,1549110601,,,,,,0,,,,,,,,,,,,,,,,
5305,200000,TRUE,open,200000,1549110576,,,,,,0,,,,,,,,,,,,,,,,
5308,400,TRUE,open,400,1549110489,,,,,,0,,,,,,,,,,,,,,,,
14205,275,TRUE,open,275,1549109833,,,,,,0,,,,,,,,,,,,,,,,
14222,1,TRUE,open,1,1549109252,,,,,,0,,,,,,,,,,,,,,,,
12855,850,TRUE,open,850,1549108763,,,,,,0,,,,,,,,,,,,,,,,
14221,300,TRUE,open,300,1549107990,,,,,,0,,,,,,,,,,,,,,,,
5488,2800,TRUE,wipe,2800,1549107431,,1549274200,,,,0,wipe,1549274200,,,,,,,,,,,,,,
14220,100,TRUE,open,100,1549106827,,,,,,0,,,,,,,,,,,,,,,,
14219,100,TRUE,open,100,1549106005,,,,,,0,,,,,,,,,,,,,,,,
5133,1875,TRUE,wiped,1625,1549105963,,1549169931,,,,0,wipe,1549169931,,,,,,,,,,,,,,
14030,2000,TRUE,open,2000,1549104982,,,,,,0,,,,,,,,,,,,,,,,
4951,10,TRUE,wiped,0,1549103368,,1549183618,,,,0,wipe,1549183618,,,,,,,,,,,,,,
4328,200,TRUE,open,200,1549103337,,,,,,0,,,,,,,,,,,,,,,,
14218,30,TRUE,open,30,1549100190,,,,,,0,,,,,,,,,,,,,,,,
3835,100,TRUE,open,100,1549098811,,,,,,0,,,,,,,,,,,,,,,,
863,105,TRUE,open,105,1549097036,,,,,,0,,,,,,,,,,,,,,,,
5455,335,TRUE,open,335,1549093577,,,,,,0,,,,,,,,,,,,,,,,
14217,1,TRUE,open,1,1549093172,,,,,,0,,,,,,,,,,,,,,,,
14216,996.375,TRUE,open,996.375,1549092239,,,,,,0,,,,,,,,,,,,,,,,
4283,800,TRUE,open,800,1549090353,,,,,,0,,,,,,,,,,,,,,,,
13995,2200,TRUE,open,2200,1549089466,,,,,,0,,,,,,,,,,,,,,,,
5133,1000,TRUE,wiped,0,1549087036,,1549090879,,,,0,wipe,1549090879,,,,,,,,,,,,,,
5177,500,TRUE,open,500,1549081308,,,,,,0,,,,,,,,,,,,,,,,
5544,25,TRUE,open,25,1549079393,,,,,,0,,,,,,,,,,,,,,,,
14201,500,TRUE,wiped,0,1549078695,,1549171658,,,,0,wipe,1549171658,,,,,,,,,,,,,,
14214,55,TRUE,open,55,1549078088,,,,,,0,,,,,,,,,,,,,,,,
5306,100,TRUE,open,100,1549075044,,,,,,0,,,,,,,,,,,,,,,,
12837,5000,TRUE,open,5000,1549074164,,,,,,0,,,,,,,,,,,,,,,,
3622,95,TRUE,open,95,1549071910,,,,,,0,,,,,,,,,,,,,,,,
3608,30000,TRUE,wiped,0,1549069988,,1549085024,,,,0,wipe,1549085024,,,,,,,,,,,,,,
2028,500,TRUE,open,500,1549064990,,,,,,0,,,,,,,,,,,,,,,,
2028,2000,TRUE,open,2000,1549064786,,,,,,0,,,,,,,,,,,,,,,,
4473,400,TRUE,open,400,1549064269,,,,,,0,,,,,,,,,,,,,,,,
1989,150,TRUE,open,150,1549064191,,,,,,0,,,,,,,,,,,,,,,,
4387,50,TRUE,open,50,1549064039,,,,,,0,,,,,,,,,,,,,,,,
5488,300,TRUE,wipe,300,1549063325,,1549274200,,,,0,wipe,1549274200,,,,,,,,,,,,,,
14213,20,TRUE,open,20,1549063253,,,,,,0,,,,,,,,,,,,,,,,
5488,1200,TRUE,wipe,1200,1549063201,,1549274200,,,,0,wipe,1549274200,,,,,,,,,,,,,,
5488,2000,TRUE,wipe,2000,1549062693,,1549274200,,,,0,wipe,1549274200,,,,,,,,,,,,,,
4474,800,TRUE,wiped,692,1549062529,,1549391691,,,,0,wipe,1549391691,,,,,,,,,,,,,,
5413,2500,TRUE,wiped,0,1549062350,,1549424425,,,,0,wipe,1549424425,,,,,,,,,,,,,,
14176,1080,TRUE,open,1080,1549060399,,,,,,0,,,,,,,,,,,,,,,,
2139,40,TRUE,open,40,1549060286,,,,,,0,,,,,,,,,,,,,,,,
4997,4000,TRUE,open,4000,1549060198,,,,,,0,,,,,,,,,,,,,,,,
5806,100,TRUE,open,100,1549057476,,,,,,0,,,,,,,,,,,,,,,,
14212,29.8209375,FALSE,bite,29.8209375,1549057411,1549415910,,1549415910,,,1,FALSE,1549415910,bite,1549415910,,,,,,,,,,,,
14211,99.403125,TRUE,open,99.403125,1549057020,,,,,,0,,,,,,,,,,,,,,,,
13935,1000,TRUE,open,1000,1549054000,,,,,,0,,,,,,,,,,,,,,,,
14210,5,TRUE,open,5,1549053702,,,,,,0,,,,,,,,,,,,,,,,
14038,8.65,TRUE,open,8.65,1549053400,,,,,,0,,,,,,,,,,,,,,,,
5253,300,TRUE,open,300,1549049895,,,,,,0,,,,,,,,,,,,,,,,
14209,0.58689201,FALSE,wiped,0,1549049180,1549387608,1549387608,,,,1,FALSE,1549387608,wipe,1549387608,,,,,,,,,,,,
14175,15,TRUE,open,15,1549048875,,,,,,0,,,,,,,,,,,,,,,,
4306,1000,TRUE,open,1000,1549048439,,,,,,0,,,,,,,,,,,,,,,,
14208,40,TRUE,open,40,1549048120,,,,,,0,,,,,,,,,,,,,,,,
4555,250,TRUE,open,250,1549046649,,,,,,0,,,,,,,,,,,,,,,,
1527,75,TRUE,open,75,1549046592,,,,,,0,,,,,,,,,,,,,,,,
4387,60,TRUE,open,60,1549046381,,,,,,0,,,,,,,,,,,,,,,,
14208,75,TRUE,open,75,1549042336,,,,,,0,,,,,,,,,,,,,,,,
1147,300,TRUE,wiped,100,1549041063,,1549080533,,,,0,wipe,1549080533,,,,,,,,,,,,,,
14202,856,TRUE,open,856,1549040632,,,,,,0,,,,,,,,,,,,,,,,
5177,350,TRUE,open,350,1549040302,,,,,,0,,,,,,,,,,,,,,,,
14207,1120,TRUE,wiped,0,1549039169,,1549424712,,,,0,wipe,1549424712,,,,,,,,,,,,,,
14206,5,FALSE,bite,5,1549038820,1549415812,,1549417409,,,1,FALSE,1549415812,bite,1549417409,,,,,,,,,,,,
14164,375,TRUE,wiped,368,1549038753,,1549039455,,,,0,wipe,1549039455,,,,,,,,,,,,,,
14205,25,TRUE,open,25,1549035311,,,,,,0,,,,,,,,,,,,,,,,
4958,150,TRUE,open,150,1549035309,,,,,,0,,,,,,,,,,,,,,,,
13615,3500,TRUE,open,3500,1549035256,,,,,,0,,,,,,,,,,,,,,,,
5544,60,TRUE,open,60,1549034904,,,,,,0,,,,,,,,,,,,,,,,
14204,550,TRUE,open,550,1549034773,,,,,,0,,,,,,,,,,,,,,,,
14203,1,TRUE,open,1,1549034245,,,,,,0,,,,,,,,,,,,,,,,
3608,40000,TRUE,wiped,0,1549032425,,1549067801,,,,0,wipe,1549067801,,,,,,,,,,,,,,
14202,320,TRUE,open,320,1549031506,,,,,,0,,,,,,,,,,,,,,,,
13943,300,TRUE,open,300,1549030853,,,,,,0,,,,,,,,,,,,,,,,
14198,130,TRUE,open,130,1549027714,,,,,,0,,,,,,,,,,,,,,,,
14201,15,TRUE,wipe,15,1549027681,,1549171658,,,,0,wipe,1549171658,,,,,,,,,,,,,,
14200,100,TRUE,open,100,1549027519,,,,,,0,,,,,,,,,,,,,,,,
